nombre,apellidos,correo electrónico,contraseña temporal,carrera,ciclo
Diego,Castillo Huamán,50426813@sima.com,diego123,Ingeniería de Minas,1
Ricardo,Castillo Huamán,64057458@sima.com,ricardo123,Ingeniería de Minas,7
Carlos,Flores Rojas,17785130@sima.com,carlos123,Ciencias de la Comunicación,3
Daniela,García Pérez,83736940@sima.com,daniela123,Medicina Humana,6
Kevin,Quispe Mamani,77750394@sima.com,kevin123,Ingeniería Ambiental,3
Sofía,Paredes Silva,10657857@sima.com,sofía123,Tecnología Médica - Radiología,3
Elena,Cruz Fernández,53514201@sima.com,elena123,Arquitectura,8
Ana,Flores Rojas,48184685@sima.com,ana123,Ingeniería Eléctrica,7
Valeria,García Pérez,33034310@sima.com,valeria123,Ingeniería de Minas,10
Sofía,Mendoza López,14384869@sima.com,sofía123,Tecnología Médica - Terapia Física y Rehabilitación,8
Andrea,Paredes Silva,62049433@sima.com,andrea123,Ingeniería Empresarial,3
Ricardo,Paredes Silva,67369155@sima.com,ricardo123,Enfermería,10
Carlos,Mendoza López,41658966@sima.com,carlos123,Medicina Humana,6
Kevin,García Pérez,54368416@sima.com,kevin123,Derecho,4
Paula,Vargas Soto,76000625@sima.com,paula123,Farmacia y Bioquímica,2
Andrea,Mendoza López,99087951@sima.com,andrea123,Farmacia y Bioquímica,9
Alonso,García Pérez,96047890@sima.com,alonso123,Ingeniería de Minas,7
Ana,Quispe Mamani,40014164@sima.com,ana123,Enfermería,4
Elena,Cruz Fernández,53625451@sima.com,elena123,Ingeniería de Minas,3
Elena,Quispe Mamani,48189058@sima.com,elena123,Ingeniería Industrial,5
Ana,Paredes Silva,31930093@sima.com,ana123,Ingeniería Industrial,1
Ricardo,Mendoza López,92847125@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,3
Daniela,Flores Rojas,52638979@sima.com,daniela123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Valeria,Quispe Mamani,70341135@sima.com,valeria123,Ingeniería Ambiental,6
Andrea,Quispe Mamani,71284697@sima.com,andrea123,Arquitectura,8
Daniela,Flores Rojas,89232962@sima.com,daniela123,Odontología,8
Jorge,Ramos Medina,75341996@sima.com,jorge123,Ingeniería Ambiental,10
Andrea,Flores Rojas,27395985@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
Miguel,Quispe Mamani,26703812@sima.com,miguel123,Farmacia y Bioquímica,5
María,García Pérez,97732411@sima.com,maría123,Enfermería,10
Alonso,Ramos Medina,92326317@sima.com,alonso123,Nutrición y Dietética,6
Camila,García Pérez,53128709@sima.com,camila123,Arquitectura,4
Andrea,Paredes Silva,75375776@sima.com,andrea123,Tecnología Médica - Terapia Física y Rehabilitación,6
Carlos,Vargas Soto,84756329@sima.com,carlos123,Nutrición y Dietética,1
Ana,Flores Rojas,66409928@sima.com,ana123,Derecho,9
Diego,Paredes Silva,45657992@sima.com,diego123,Arquitectura,10
Jorge,Ramos Medina,22905936@sima.com,jorge123,Tecnología Médica - Radiología,1
José,Cruz Fernández,42781429@sima.com,josé123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Paula,Paredes Silva,95635783@sima.com,paula123,Ingeniería Eléctrica,2
Valeria,Flores Rojas,89872830@sima.com,valeria123,Ingeniería Mecatrónica,3
Ricardo,Ramos Medina,68691761@sima.com,ricardo123,Enfermería,10
José,Torres Díaz,13047281@sima.com,josé123,Ingeniería de Sistemas e Informática,5
Luis,Paredes Silva,70811159@sima.com,luis123,Derecho,3
Luis,Cruz Fernández,17348927@sima.com,luis123,Ingeniería de Minas,1
Paula,Cruz Fernández,86769024@sima.com,paula123,Ingeniería Empresarial,3
Daniela,Quispe Mamani,24451022@sima.com,daniela123,Farmacia y Bioquímica,2
Alonso,Flores Rojas,90414319@sima.com,alonso123,Tecnología Médica - Terapia Física y Rehabilitación,6
Jorge,Flores Rojas,84885980@sima.com,jorge123,Ingeniería Mecatrónica,6
Valeria,Ramos Medina,30782708@sima.com,valeria123,Tecnología Médica - Radiología,7
Camila,García Pérez,81202644@sima.com,camila123,Odontología,4
Diego,García Pérez,75171987@sima.com,diego123,Ingeniería Industrial,1
Camila,Cruz Fernández,25229024@sima.com,camila123,Medicina Humana,10
Paula,Flores Rojas,37428214@sima.com,paula123,Tecnología Médica - Radiología,2
Miguel,Castillo Huamán,89697863@sima.com,miguel123,Ingeniería de Sistemas e Informática,7
Alonso,Torres Díaz,59801266@sima.com,alonso123,Medicina Humana,2
Elena,Castillo Huamán,31172898@sima.com,elena123,Ingeniería Ambiental,8
Fernando,Ramos Medina,95323010@sima.com,fernando123,Derecho,10
Carlos,Vargas Soto,12484125@sima.com,carlos123,Ingeniería de Minas,5
Miguel,García Pérez,56924112@sima.com,miguel123,Enfermería,5
María,Paredes Silva,47892506@sima.com,maría123,Farmacia y Bioquímica,7
Lucía,Cruz Fernández,19569591@sima.com,lucía123,Ingeniería Eléctrica,4
José,Cruz Fernández,43754531@sima.com,josé123,Arquitectura,10
Diego,Flores Rojas,59274041@sima.com,diego123,Ingeniería de Minas,7
Sofía,Castillo Huamán,31680944@sima.com,sofía123,Ciencias de la Comunicación,6
Ricardo,Vargas Soto,32909349@sima.com,ricardo123,Tecnología Médica - Radiología,2
María,Cruz Fernández,74837086@sima.com,maría123,Ingeniería Civil,9
Miguel,Torres Díaz,45776254@sima.com,miguel123,Ingeniería Civil,9
Paula,Cruz Fernández,96615217@sima.com,paula123,Tecnología Médica - Radiología,10
Paula,García Pérez,28903136@sima.com,paula123,Tecnología Médica - Radiología,5
Fernando,Paredes Silva,96466966@sima.com,fernando123,Ingeniería Industrial,6
Ana,García Pérez,15242363@sima.com,ana123,Farmacia y Bioquímica,9
Daniela,Paredes Silva,50415797@sima.com,daniela123,Tecnología Médica - Radiología,10
Carlos,Mendoza López,80834591@sima.com,carlos123,Tecnología Médica - Radiología,9
Lucía,Flores Rojas,48506070@sima.com,lucía123,Ciencias de la Comunicación,6
Jorge,Flores Rojas,15627985@sima.com,jorge123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,6
Lucía,Paredes Silva,57521166@sima.com,lucía123,Ingeniería Industrial,3
Kevin,Vargas Soto,76562414@sima.com,kevin123,Ingeniería de Minas,10
Ana,García Pérez,87510572@sima.com,ana123,Derecho,5
Lucía,Castillo Huamán,14080934@sima.com,lucía123,Ingeniería Mecatrónica,9
María,García Pérez,36308264@sima.com,maría123,Tecnología Médica - Radiología,7
Daniela,Castillo Huamán,39977626@sima.com,daniela123,Arquitectura,4
Carlos,Torres Díaz,79586391@sima.com,carlos123,Ciencias de la Comunicación,3
Luis,García Pérez,58257541@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Ana,Paredes Silva,73496203@sima.com,ana123,Ingeniería Empresarial,8
Jorge,Mendoza López,85722892@sima.com,jorge123,Nutrición y Dietética,10
Paula,Quispe Mamani,23204130@sima.com,paula123,Ingeniería de Sistemas e Informática,8
Jorge,Castillo Huamán,94951958@sima.com,jorge123,Ingeniería Eléctrica,10
Diego,Castillo Huamán,88026630@sima.com,diego123,Ingeniería de Minas,8
Kevin,Vargas Soto,77579195@sima.com,kevin123,Ingeniería Mecánica,2
Luis,Castillo Huamán,42815830@sima.com,luis123,Ingeniería Eléctrica,8
Fernando,Vargas Soto,28624279@sima.com,fernando123,Ingeniería Eléctrica,8
Miguel,Castillo Huamán,26592791@sima.com,miguel123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
Diego,Vargas Soto,34865163@sima.com,diego123,Ingeniería Industrial,5
Lucía,Mendoza López,11631586@sima.com,lucía123,Nutrición y Dietética,1
María,Castillo Huamán,69438026@sima.com,maría123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
José,Vargas Soto,20094491@sima.com,josé123,Ingeniería Mecatrónica,8
Andrea,Torres Díaz,28135334@sima.com,andrea123,Odontología,10
Camila,Castillo Huamán,14593526@sima.com,camila123,Arquitectura,8
Diego,Quispe Mamani,84837263@sima.com,diego123,Ingeniería Eléctrica,4
Alonso,Mendoza López,38646811@sima.com,alonso123,Ciencias de la Comunicación,3
Camila,Mendoza López,99314974@sima.com,camila123,Ingeniería Mecatrónica,10
José,Vargas Soto,13377384@sima.com,josé123,Ingeniería Mecatrónica,8
Diego,Quispe Mamani,55200314@sima.com,diego123,Tecnología Médica - Radiología,10
Andrea,Ramos Medina,55084245@sima.com,andrea123,Ingeniería Ambiental,7
Luis,Torres Díaz,18094167@sima.com,luis123,Ingeniería Mecánica,9
Sofía,García Pérez,41484975@sima.com,sofía123,Ingeniería de Sistemas e Informática,7
Ana,García Pérez,39897032@sima.com,ana123,Ingeniería Eléctrica,3
Valeria,Torres Díaz,52607858@sima.com,valeria123,Ingeniería de Minas,1
Fernando,Castillo Huamán,33049242@sima.com,fernando123,Ingeniería Eléctrica,3
Miguel,Vargas Soto,69175773@sima.com,miguel123,Tecnología Médica - Terapia Física y Rehabilitación,4
María,Flores Rojas,87767787@sima.com,maría123,Ingeniería Ambiental,8
Kevin,Quispe Mamani,47257760@sima.com,kevin123,Ingeniería Ambiental,5
Luis,Torres Díaz,62159042@sima.com,luis123,Arquitectura,10
José,Castillo Huamán,81633398@sima.com,josé123,Ingeniería de Sistemas e Informática,7
Daniela,García Pérez,12312813@sima.com,daniela123,Ingeniería Mecatrónica,7
Andrea,Vargas Soto,16497898@sima.com,andrea123,Medicina Humana,8
Alonso,Castillo Huamán,69923999@sima.com,alonso123,Ingeniería Empresarial,2
Lucía,Castillo Huamán,93052218@sima.com,lucía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
Jorge,Torres Díaz,68422826@sima.com,jorge123,Ciencias de la Comunicación,4
Andrea,Torres Díaz,68612154@sima.com,andrea123,Enfermería,8
Andrea,Vargas Soto,53146724@sima.com,andrea123,Enfermería,6
Andrea,Torres Díaz,55847770@sima.com,andrea123,Ingeniería de Minas,5
Alonso,Ramos Medina,49926137@sima.com,alonso123,Ingeniería Eléctrica,5
Lucía,Ramos Medina,89466066@sima.com,lucía123,Ingeniería Industrial,2
Sofía,Ramos Medina,21113938@sima.com,sofía123,Ingeniería Mecatrónica,10
Daniela,Mendoza López,75566463@sima.com,daniela123,Arquitectura,6
Valeria,Torres Díaz,92895455@sima.com,valeria123,Nutrición y Dietética,2
Elena,Quispe Mamani,74987423@sima.com,elena123,Ingeniería Industrial,5
Camila,Cruz Fernández,28870841@sima.com,camila123,Medicina Humana,3
Alonso,Flores Rojas,43980007@sima.com,alonso123,Ciencias de la Comunicación,9
Paula,Cruz Fernández,17228367@sima.com,paula123,Nutrición y Dietética,2
Kevin,García Pérez,89938856@sima.com,kevin123,Tecnología Médica - Radiología,9
Sofía,Paredes Silva,83989483@sima.com,sofía123,Derecho,3
Jorge,Paredes Silva,11603370@sima.com,jorge123,Ingeniería Civil,6
José,Paredes Silva,18475039@sima.com,josé123,Derecho,9
Alonso,Cruz Fernández,23368458@sima.com,alonso123,Ingeniería Ambiental,1
Ana,Cruz Fernández,87197963@sima.com,ana123,Ingeniería Eléctrica,3
Ana,Castillo Huamán,88737955@sima.com,ana123,Ingeniería Empresarial,10
Miguel,Paredes Silva,56394156@sima.com,miguel123,Ingeniería Mecánica,6
Andrea,García Pérez,64994820@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
María,Vargas Soto,64432612@sima.com,maría123,Ingeniería de Sistemas e Informática,4
Alonso,Mendoza López,78857655@sima.com,alonso123,Ingeniería Mecatrónica,1
Diego,Quispe Mamani,40098961@sima.com,diego123,Enfermería,3
Sofía,Ramos Medina,86743534@sima.com,sofía123,Ingeniería Eléctrica,5
Carlos,Ramos Medina,45463911@sima.com,carlos123,Ingeniería Empresarial,3
Miguel,Ramos Medina,60072530@sima.com,miguel123,Medicina Humana,1
Lucía,García Pérez,35718613@sima.com,lucía123,Tecnología Médica - Radiología,9
Lucía,Paredes Silva,42128260@sima.com,lucía123,Nutrición y Dietética,4
Daniela,Vargas Soto,61769728@sima.com,daniela123,Arquitectura,6
Miguel,Quispe Mamani,88586603@sima.com,miguel123,Ciencias de la Comunicación,3
Andrea,Paredes Silva,95611752@sima.com,andrea123,Medicina Humana,8
José,Cruz Fernández,44175990@sima.com,josé123,Ingeniería Empresarial,6
Andrea,García Pérez,87471391@sima.com,andrea123,Ingeniería de Sistemas e Informática,5
Paula,Paredes Silva,47142233@sima.com,paula123,Ingeniería Eléctrica,2
Lucía,Flores Rojas,12501845@sima.com,lucía123,Ingeniería de Sistemas e Informática,4
Sofía,Vargas Soto,39784707@sima.com,sofía123,Tecnología Médica - Radiología,9
Ana,Mendoza López,74441094@sima.com,ana123,Ingeniería Ambiental,4
María,Ramos Medina,93101829@sima.com,maría123,Tecnología Médica - Terapia Física y Rehabilitación,10
Camila,García Pérez,85901270@sima.com,camila123,Ciencias de la Comunicación,6
María,Quispe Mamani,65412027@sima.com,maría123,Derecho,4
Valeria,Cruz Fernández,55550384@sima.com,valeria123,Ingeniería Empresarial,8
Carlos,García Pérez,26455061@sima.com,carlos123,Tecnología Médica - Terapia Física y Rehabilitación,7
María,García Pérez,68511488@sima.com,maría123,Odontología,5
Ana,Cruz Fernández,15717630@sima.com,ana123,Enfermería,2
Lucía,Torres Díaz,58742543@sima.com,lucía123,Ingeniería Ambiental,7
María,Flores Rojas,19770586@sima.com,maría123,Odontología,6
Luis,Castillo Huamán,20234142@sima.com,luis123,Nutrición y Dietética,4
Paula,Torres Díaz,77570335@sima.com,paula123,Odontología,10
Fernando,Vargas Soto,32908831@sima.com,fernando123,Medicina Humana,6
Diego,García Pérez,98096315@sima.com,diego123,Ingeniería de Minas,1
Miguel,Mendoza López,46877240@sima.com,miguel123,Derecho,2
Kevin,García Pérez,39406599@sima.com,kevin123,Ingeniería Ambiental,8
Lucía,Ramos Medina,39194820@sima.com,lucía123,Ingeniería Industrial,1
Lucía,García Pérez,92685114@sima.com,lucía123,Tecnología Médica - Radiología,6
Ana,Paredes Silva,72989702@sima.com,ana123,Odontología,10
Lucía,Vargas Soto,70221338@sima.com,lucía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
Alonso,Mendoza López,99750336@sima.com,alonso123,Derecho,3
Camila,García Pérez,78490608@sima.com,camila123,Ingeniería Ambiental,5
María,Vargas Soto,12555111@sima.com,maría123,Arquitectura,10
Kevin,Quispe Mamani,32919501@sima.com,kevin123,Arquitectura,9
Luis,Quispe Mamani,79628262@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Camila,Mendoza López,94109047@sima.com,camila123,Farmacia y Bioquímica,2
Jorge,Torres Díaz,43000680@sima.com,jorge123,Ingeniería de Minas,7
Paula,Torres Díaz,68815700@sima.com,paula123,Derecho,6
José,Torres Díaz,82740098@sima.com,josé123,Medicina Humana,6
María,Torres Díaz,59445129@sima.com,maría123,Ingeniería Civil,5
María,Cruz Fernández,96648692@sima.com,maría123,Ciencias de la Comunicación,8
Elena,Paredes Silva,92435723@sima.com,elena123,Ingeniería Empresarial,2
Fernando,Castillo Huamán,97502694@sima.com,fernando123,Farmacia y Bioquímica,10
Elena,Vargas Soto,19535201@sima.com,elena123,Farmacia y Bioquímica,7
María,Paredes Silva,81237945@sima.com,maría123,Enfermería,8
Fernando,Mendoza López,19921950@sima.com,fernando123,Derecho,5
Jorge,Quispe Mamani,92672850@sima.com,jorge123,Odontología,10
Valeria,Paredes Silva,37694489@sima.com,valeria123,Ingeniería Empresarial,9
Miguel,Mendoza López,86231774@sima.com,miguel123,Derecho,4
Daniela,Castillo Huamán,81401916@sima.com,daniela123,Derecho,7
Miguel,Mendoza López,60478759@sima.com,miguel123,Ingeniería Mecatrónica,9
Ana,Paredes Silva,22307501@sima.com,ana123,Ingeniería Mecatrónica,2
Daniela,Ramos Medina,55144499@sima.com,daniela123,Enfermería,8
Camila,Vargas Soto,29410236@sima.com,camila123,Tecnología Médica - Radiología,5
Camila,García Pérez,33993013@sima.com,camila123,Ingeniería Mecánica,7
Ana,Castillo Huamán,23805120@sima.com,ana123,Ingeniería Eléctrica,5
Ana,Torres Díaz,70022426@sima.com,ana123,Ingeniería Empresarial,10
Valeria,Castillo Huamán,34599473@sima.com,valeria123,Ingeniería Ambiental,8
Daniela,Mendoza López,72299314@sima.com,daniela123,Ingeniería Industrial,8
Ricardo,García Pérez,42527437@sima.com,ricardo123,Ciencias de la Comunicación,9
Kevin,Mendoza López,30190949@sima.com,kevin123,Ingeniería Civil,3
José,Cruz Fernández,70901990@sima.com,josé123,Arquitectura,3
Luis,Torres Díaz,25737984@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,4
María,Paredes Silva,37327238@sima.com,maría123,Ingeniería Ambiental,7
Daniela,García Pérez,39940672@sima.com,daniela123,Ingeniería Mecánica,6
Miguel,Paredes Silva,28777856@sima.com,miguel123,Ingeniería Ambiental,2
Lucía,Paredes Silva,88221501@sima.com,lucía123,Ingeniería Mecánica,10
Ana,Mendoza López,88142272@sima.com,ana123,Tecnología Médica - Terapia Física y Rehabilitación,6
Camila,Torres Díaz,23884357@sima.com,camila123,Tecnología Médica - Terapia Física y Rehabilitación,3
Elena,Flores Rojas,69780953@sima.com,elena123,Ingeniería Civil,5
María,García Pérez,34298658@sima.com,maría123,Ingeniería de Minas,6
Camila,Quispe Mamani,87830982@sima.com,camila123,Medicina Humana,3
Fernando,Quispe Mamani,35369721@sima.com,fernando123,Ingeniería de Minas,8
Lucía,Quispe Mamani,15600718@sima.com,lucía123,Nutrición y Dietética,9
Alonso,Vargas Soto,98680879@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Jorge,Torres Díaz,13420419@sima.com,jorge123,Ingeniería de Minas,3
Diego,Quispe Mamani,14624246@sima.com,diego123,Medicina Humana,7
Luis,Paredes Silva,68573365@sima.com,luis123,Ciencias de la Comunicación,5
María,Mendoza López,86797859@sima.com,maría123,Ingeniería de Minas,6
Lucía,Castillo Huamán,31352973@sima.com,lucía123,Ingeniería Mecánica,4
Diego,Quispe Mamani,83886679@sima.com,diego123,Arquitectura,8
José,Paredes Silva,49371904@sima.com,josé123,Farmacia y Bioquímica,8
Ana,Castillo Huamán,67488315@sima.com,ana123,Ingeniería Ambiental,4
Elena,Torres Díaz,81755713@sima.com,elena123,Enfermería,9
Luis,Mendoza López,61455356@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Jorge,Castillo Huamán,45173569@sima.com,jorge123,Ingeniería Industrial,7
Ricardo,Castillo Huamán,38216767@sima.com,ricardo123,Ingeniería Eléctrica,7
Ana,Flores Rojas,57300857@sima.com,ana123,Ingeniería Mecánica,8
Kevin,Flores Rojas,97524621@sima.com,kevin123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
José,Cruz Fernández,54535391@sima.com,josé123,Ingeniería Mecatrónica,10
Jorge,Paredes Silva,85776376@sima.com,jorge123,Ingeniería de Minas,5
Fernando,Torres Díaz,57055871@sima.com,fernando123,Derecho,8
Diego,Quispe Mamani,36473745@sima.com,diego123,Enfermería,5
Lucía,García Pérez,20333540@sima.com,lucía123,Medicina Humana,3
Camila,Castillo Huamán,44751590@sima.com,camila123,Ingeniería Mecatrónica,9
Andrea,Quispe Mamani,22863108@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,4
Diego,Castillo Huamán,70158304@sima.com,diego123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,8
Fernando,García Pérez,87874440@sima.com,fernando123,Ingeniería de Minas,9
Carlos,Paredes Silva,33076542@sima.com,carlos123,Tecnología Médica - Radiología,3
Paula,Quispe Mamani,87692405@sima.com,paula123,Enfermería,4
Carlos,Cruz Fernández,49476072@sima.com,carlos123,Ingeniería Ambiental,9
